search_role,title,company,location,state,salary,experience_required,description,updated,link,skills_auto,is_core_data_role
business analyst,Freelancer Specialist BDM,MKR Techsoft Private Limited,India,N/A,Not disclosed,Not mentioned,"# Identify and qualify potential clients through online freelance platforms. 
# Write compelling  business  proposals and project bids tailored to client needs. 
# Generate and convert leads into long-term business relationships. 
# Conduct market research to identify...",2025-10-30T13:04:36.6670000,https://jooble.org/jdp/2893750947170531138,"ai, bi",False
business analyst,Manager / Sr. Manager - Business Development,Omnitech Engineering Limited,India,N/A,Not disclosed,Not mentioned,"# Develop and implement  strategic  business  development plans  to achieve revenue targets. 
# Identify new market opportunities, potential clients, and partnership avenues. 
# Build and maintain strong  client relationships  and act as the key point of contact. 
# Lead...",2025-10-31T00:00:00.0000000,https://jooble.org/jdp/4659358371942235615,"ai, maintain, maintain strong",False
business analyst,Business Development Lead,Applied Intuition,India,N/A,Not disclosed,Not mentioned,"...India, we have a new office in Bangalore which will house an engineering team and a go-to-market function. 
 About The Role 
 India  Business  Development Lead plays a critical role to glocalize Applied’s technology to the Indian market and achieve the region’s business...",2025-11-30T00:00:00.0000000,https://jooble.org/jdp/8128557590869036406,Not mentioned,False
business analyst,Business Development Manager - Sales,White Force Outsourcing Pvt Ltd,India,N/A,Not disclosed,Not mentioned,"...Position Summary 
 We are looking for a   Business  Development Manager – Sales  to lead a high-performing sales team and drive the complete B2C sales funnel — from lead qualification and counselling to final enrollment and revenue realisation. 
 The BDM will manage a...",2026-01-03T20:38:21.2500000,https://jooble.org/jdp/5816318462862820360,Not mentioned,False
business analyst,Business Development Executive (IT Sales),Visko Group,India,N/A,Not disclosed,Not mentioned,"# Identify and generate new  business  opportunities for IT products and services. 
# Reach out to potential clients through calls, emails, LinkedIn, and other professional platforms. 
# Understand client requirements and present suitable IT solutions. 
# Prepare and...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/-8317478574467351344,"ai, email, emails",False
business analyst,Business Developer,Baniwal Infotech Pvt. Ltd.,India,N/A,Not disclosed,Not mentioned,"# Conduct  market research  to identify potential clients and  business  opportunities. 
# Generate  qualified leads  through online platforms, cold calls, emails, and networking. 
# Maintain and update lead information in  CRM systems  (HubSpot, Zoho, etc.). 
# Develop...",2025-11-04T19:49:37.9030000,https://jooble.org/jdp/-3509977504075894003,"ai, email, emails, maintain",False
business analyst,BUSINESS DEVELOPMENT ASSOCIATE,White Force Outsourcing Pvt Ltd,India,N/A,Not disclosed,Not mentioned,"....  Maintain records of prospects, leads, and conversions in CRM tools.  Achieve monthly sales targets and contribute to overall  business  growth.  Collaborate with the operations and training teams to ensure smooth onboarding of candidates 

 INTERESTED CANDIDATES...",2025-12-11T18:33:59.8270000,https://jooble.org/jdp/3825998301681064937,"ai, maintain, train, training",False
business analyst,Business Development Intern/Associate,Mindcog,India,N/A,Not disclosed,Not mentioned,"Lead Generation & Outreach 
# Identify potential schools, colleges, coaching centers, corporates, or students for programs. 
# Conduct cold calls, emails, and social media outreach to prospects. 

 Partnership Development 
# Build and maintain relationships with educational...",2025-11-01T00:00:00.0000000,https://jooble.org/jdp/6110404516387487264,"ai, email, emails, maintain, maintain relationships",False
business analyst,E-Commerce Business Associates,EVitamin Business Consulting Pvt. Ltd,India,N/A,Not disclosed,Not mentioned,"...customer satisfaction. 
# Implement  SEO best practices  for product visibility and discoverability. 
# Monitor competitor activities and market trends to improve product offerings. 
# Support the team in  strategizing for  business  growth and revenue generation  ....",2025-10-31T00:00:00.0000000,https://jooble.org/jdp/6482718887544756646,"ability, bi",False
business analyst,Project Manager,Softhealer Technologies Pvt. Ltd.,India,N/A,Not disclosed,Not mentioned,"# Develop detailed  project plans  , timelines, and budgets. 
# Define  scope, goals, and deliverables  that support  business  objectives. 
# Coordinate with internal teams, clients, and external vendors. 
# Manage  resources, tasks, and priorities  effectively across...",2025-10-30T13:04:37.3900000,https://jooble.org/jdp/-6085508356351631969,"ai, detailed, develop detailed",False
business analyst,Project Manager,Hychaser Gas Equipments Pvt Ltd.,India,N/A,Not disclosed,Not mentioned,"# Plan, execute, and monitor projects across various domains (IT, construction, manufacturing, or services). 
# Develop detailed  project plans, schedules, budgets, and resource allocation  . 
# Track project progress, identify risks, and implement mitigation strategies...",2025-10-31T00:00:00.0000000,https://jooble.org/jdp/9080734548994530166,"ai, detailed, develop detailed, domains, monitor project",False
business analyst,Project Manager,BitCot Technologies,India,N/A,Not disclosed,Not mentioned,"# Plan, execute, and deliver projects for clients within agreed timelines and budgets. 
# Act as the primary point of contact between clients and internal teams. 
# Define project scope, objectives, milestones, and deliverables. 
# Monitor project progress and performance...",2025-10-31T00:00:00.0000000,https://jooble.org/jdp/-7632400692361191443,monitor project,False
business analyst,Project Manager,Kmphitech LLP,India,N/A,Not disclosed,Not mentioned,"# Define project scope, goals, and deliverables in alignment with stakeholders. 
# Create detailed project plans including timelines, milestones, and resource allocation. 
# Lead, motivate, and manage cross-functional project teams. 
# Ensure effective communication ...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/991425560714508703,"ai, create detailed, detailed, detailed project",False
business analyst,Junior Project Manager,BitCot Technologies,India,N/A,Not disclosed,Not mentioned,"# Assist in planning, organizing, and managing project activities. 
# Coordinate with cross-functional teams to ensure timely project delivery. 
# Monitor project progress, timelines, and deliverables. 
# Prepare and maintain project documentation, reports, and schedules...",2025-10-31T00:00:00.0000000,https://jooble.org/jdp/5336824701550140671,"ai, maintain, maintain project, monitor project",False
business analyst,Manager/Sr. Manager - Project Management,Omnitech Engineering Limited,India,N/A,Not disclosed,Not mentioned,"# Plan, manage, and execute  projects  across various domains (IT, construction, manufacturing, or services). 
# Develop and monitor  project plans, schedules, budgets, and resource allocation  . 
# Identify, assess, and manage  risks and issues  throughout the project...",2025-10-31T00:00:00.0000000,https://jooble.org/jdp/-1082583879761688238,"ai, domains",False
business analyst,Project Manager,JJ EPC Pvt Ltd,India,N/A,Not disclosed,Not mentioned,"# Plan, execute, and monitor projects to ensure timely delivery and within budget 
# Define project scope, goals, timelines, and deliverables 
# Coordinate internal teams, clients, vendors, and contractors 
# Prepare and maintain project schedules, budgets, and resource...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/2117927417419942289,"ai, maintain, maintain project, monitor project",False
business analyst,Project Manager - REMOTE,jobgether,India,N/A,Not disclosed,Not mentioned,This position is posted by Jobgether on behalf of a partner company. We are currently looking for a Project Manager. The Project Manager will play a vital role in overseeing impactful initiatives focused on human rights and responsible sourcing. You will be responsible...,2025-12-23T04:18:52.5230000,https://jooble.org/jdp/-862698028540854423,partner company,False
business analyst,Operation Manager (F&B Background),Sayaji Hotel Junagadh,India,N/A,Not disclosed,Not mentioned,"# Supervise and manage  daily operations  across all F&B outlets (restaurants, banquets, bars, catering, etc.). 
# Ensure  quality food and service standards  in line with brand guidelines. 
# Develop and implement  operational SOPs  to improve efficiency and guest experience...",2025-10-30T00:00:00.0000000,https://jooble.org/jdp/-3809366821123981433,"ai, daily",False
business analyst,Regional Manager - REMOTE,jobgether,India,N/A,Not disclosed,Not mentioned,"...achieve significant targets within your designated region. Your leadership will have a measurable impact on market development and  business  strategies, contributing to the company's mission of enhancing healthcare access. You will be responsible for developing strong...",2025-12-25T04:51:09.6900000,https://jooble.org/jdp/-3616948235123357106,Not mentioned,False
business analyst,Manager Operations Excellence,ARNK GROUP,India,N/A,Not disclosed,Not mentioned,"Position Overview:  We are looking for an experienced  Project Planning & Execution Manager  to lead operations excellence across planning, coordination, vendor management, and execution. The role demands a detail-oriented professional who can manage budgets, timelines...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/4910600822431038628,ai,False
business analyst,Operations Executive,White Force Outsourcing Pvt Ltd,India,N/A,$200k - $300k,Not mentioned,"Job Title–Operations Executive 
 Department– Operations 
 Location:  Mumbai 

 Job Purpose 
 To support day-to-day  loan operations and backend processes  of the NBFC, ensuring  accurate documentation, timely disbursements, MIS reporting, and coordination  with internal...",2026-01-02T00:00:00.0000000,https://jooble.org/jdp/6661008265149070419,"ai, mumbai",False
